KEY,DESCRIPTION,en,zh,hi,es,fr,ar,bn,pt,ru,id,ur,de,ja,sw,mr,te,ta,tr,vi,it,ko,gu,fa,pl,uk,ro,nl,sv,da,no,fi,he,th,my,km,lo,ka,hy,az,kk,ky,uz,tg,mn,bo,ne,si,ml,kn,pa,or,as,dv,ps,sd,ks,cs,sk,sl,hr,sr,bs,mk,bg,sq,el,mt,cy,ga,gd,gv,br,co,ca,gl,eu,is,fo,lb,li,fy,af,et,lv,lt,ha,yo,ig,ff,am,om,ti,so,zu,xh,st,tn,ss,nr,nd,ve,ts,sn,ny,rw,rn,lg,mg,wo,ms,tl,jv,su,qu,gn,ay,sm,to,ty,mi,fj,bi,eo,ia,ie,io,vo,la,cu,pi,sa,aa,ab,ae,ak,an,av,ba,be,bh,bi.1,bm,bo.1,ce,ch,cr,cv,dz,ee,eo.1,es.1,et.1,eu.1,fa.1,ff.1,fi.1,fj.1,fo.1,fy.1,ga.1,gd.1,gl.1,gn.1,gu.1,gv.1,ha.1,he.1,hi.1,ho,hr.1,ht,hu,hz,ia.1,id.1,ie.1,ig.1,ii,ik,io.1,is.1,it.1,iu,jv.1,kg,ki,kj,kl,km.1,kn.1,kr,ks.1,ku,kv,kw,la.1,lb.1,lg.1,li.1,ln,lo.1,lt.1,lu,lv.1,mh,mi.1,mk.1,mn.1,ms.1,mt.1,my.1,na,nb,nd.1,ne.1,ng,nn,nr.1,nv,ny.1,oc,oj,om.1,or.1,os,pa.1,pi.1,pl.1,ps.1,pt.1,qu.1,rm,rn.1,ro.1,ru.1,rw.1,sa.1,sc,sd.1,se,sg,si.1,sk.1,sl.1,sm.1,sn.1,so.1,sq.1,sr.1,ss.1,st.1,su.1,sv.1,sw.1,ta.1,te.1,tg.1,th.1,ti.1,tk,tl.1,tn.1,to.1,tr.1,ts.1,tt,tw,ty.1,ug,uk.1,ur.1,uz.1,ve.1,vi.1,vo.1,wa,wo.1,xh.1,yi,yo.1,za,zu.1
ui.rendered,Rendered status text,rendered,gerendert,प्रस्तुत,renderizado,rendu,مُصوَّر,রেন্ডার,renderizado,отрендерено,dirender,رینڈر,gerendert,レンダリング済み,imekamilika,रेंडर,రెండర్,ரெண்டர்,oluşturuldu,đã kết xuất,renderizzato,렌더링됨,રેન્ડર,رندر شده,wyrenderowane,відрендерено,randat,gerenderd,renderad,gjort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topics.daily_life,Daily life topic,Daily Life,日常生活,दैनिक जीवन,Vida Diaria,Vie Quotidienne,الحياة اليومية,দৈনন্দিন জীবন,Vida Diária,Повседневная Жизнь,Kehidupan Sehari-hari,روزمرہ کی زندگی,Alltagsleben,日常生活,Maisha ya Kila Siku,दैनंदिन जीवन,రోజువారీ జీవితం,தினசரி வாழ்க்கை,Günlük Yaşam,Cuộc Sống Hàng Ngày,Vita Quotidiana,일상생활,રોજિંદા જીવન,زندگی روزمره,Życie Codzienne,Повсякденне Життя,Viața de Zi cu Zi,Dagelijks Leven,Vardagsliv,Hverdagsliv,,,,,,,,დღიური ცხოვრება,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topics.travel,Travel topic,Travel,旅行,यात्रा,Viaje,Voyage,سفر,ভ্রমণ,Viagem,Путешествие,Perjalanan,سفر,Reise,旅行,Safari,प्रवास,ప్రయాణం,பயணம்,Seyahat,Du Lịch,Viaggio,여행,પ્રવાસ,سفر,Podróż,Подорож,Călătorie,Reizen,Resa,Rejse,,,,,,,,მოგზაურობა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topics.work,Work topic,Work,工作,काम,Trabajo,Travail,عمل,কাজ,Trabalho,Работа,Kerja,کام,Arbeit,仕事,Kazi,काम,పని,வேலை,İş,Công Việc,Lavoro,일,કામ,کار,Praca,Робота,Muncă,Werk,Arbete,Arbejde,,,,,,,,მუშაობა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topics.food,Food topic,Food,食物,भोजन,Comida,Nourriture,طعام,খাবার,Comida,Еда,Makanan,کھانا,Essen,食べ物,Chakula,अन्न,ఆహారం,உணவு,Yemek,Thức Ăn,Cibo,음식,ખોરાક,غذا,Jedzenie,Їжа,Mâncare,Voedsel,Mat,Mad,,,,,,,,საჭმელი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation.congratulations,Congratulations message,Congratulations! You have successfully mastered this level.,Herzlichen Glückwunsch! Sie haben dieses Level erfolgreich gemeistert.,बधाई हो! आपने इस स्तर को सफलतापूर्वक पूरा किया है।,¡Felicidades! Has dominado este nivel exitosamente.,Félicitations ! Vous avez maîtrisé ce niveau avec succès.,تهانينا! لقد أتقنت هذا المستوى بنجاح.,অভিনন্দন! আপনি সফলভাবে এই স্তরটি আয়ত্ত করেছেন।,Parabéns! Você dominou este nível com sucesso.,Поздравляем! Вы успешно освоили этот уровень.,Selamat! Anda telah berhasil menguasai level ini.,مبارک ہو! آپ نے اس لیول کو کامیابی سے مکمل کیا ہے۔,Herzlichen Glückwunsch! Sie haben dieses Level erfolgreich gemeistert.,おめでとうございます！このレベルを成功裏にマスターしました。,Hongera! Umejitahidi kiwango hiki kwa mafanikio.,अभिनंदन! तुमने हे स्तर यशस्वीरित्या पूर्ण केले आहे.,అభినందనలు! మీరు ఈ స్థాయిని విజయవంతంగా నేర్చుకున్నారు.,வாழ்த்துக்கள்! நீங்கள் இந்த நிலையை வெற்றிகரமாக மாஸ்டர் செய்துள்ளீர்கள்.,Tebrikler! Bu seviyeyi başarıyla tamamladınız.,Chúc mừng! Bạn đã thành công làm chủ cấp độ này.,Congratulazioni! Hai padroneggiato con successo questo livello.,축하합니다! 이 레벨을 성공적으로 마스터했습니다.,અભિનંદન! તમે આ સ્તરને સફળતાપૂર્વક માસ્ટર કર્યું છે.,تبریک! شما این سطح را با موفقیت تسلط یافته‌اید.,Gratulacje! Udało Ci się opanować ten poziom.,Вітаємо! Ви успішно освоїли цей рівень.,Felicitări! Ai stăpânit cu succes acest nivel.,Gefeliciteerd! Je hebt dit niveau succesvol onder de knie gekregen.,Grattis! Du har framgångsrikt bemästrat denna nivå.,Tillykke! Du har succesfuldt mesteret dette niveau,,,,,,,,გილოცავთ! თქვენ წარმატებით დაეუფლეთ ამ დონეს,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation.total_words,Total words label,Wörter gesamt,Total Words,कुल शब्द,Palabras Totales,Mots Totaux,إجمالي الكلمات,মোট শব্দ,Palavras Totais,Всего Слов,Total Kata,کل الفاظ,Gesamte Wörter,総単語数,Maneno Jumla,एकूण शब्द,మొత్తం పదాలు,மொத்த வார்த்தைகள்,Toplam Kelime,Tổng Từ,Parole Totali,총 단어,કુલ શબ્દો,کل کلمات,Łącznie Słów,Всього Слів,Cuvinte Totale,Totaal Woorden,Totalt Ord,Samlet Ord,,,,,,,,სულ სიტყვები,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation.learned_words,Learned words label,Gelernt,Learned,सीखा गया,Aprendido,Appris,تعلمت,শিখেছি,Aprendido,Изучено,Dipelajari,سیکھا گیا,Gelernt,学習済み,Imekamilika,शिकले,నేర్చుకున్న,கற்றுக்கொண்ட,Öğrenildi,Đã Học,Imparato,학습됨,શીખ્યા,یاد گرفته شده,Nauczone,Вивчено,Învățat,Geleerd,Inlärd,Indlært,,,,,,,,ისწავლა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation.accuracy,Accuracy label,Genauigkeit,Accuracy,सटीकता,Precisión,Précision,دقة,নির্ভুলতা,Precisão,Точность,Akurasi,درستگی,Genauigkeit,精度,Usahihi,अचूकता,ఖచ్చితత్వం,துல்லியம்,Doğruluk,Độ Chính Xác,Precisione,정확도,ચોકસાઈ,دقت,Dokładność,Точність,Precizie,Nauwkeurigheid,Noggrannhet,Nøjagtighed,,,,,,,,ზუსტობა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evaluation.word_progress,Word progress label,Wort-Fortschritt,Word Progress,शब्द प्रगति,Progreso de Palabras,Progrès des Mots,تقدم الكلمات,শব্দের অগ্রগতি,Progresso das Palavras,Прогресс Слов,Kemajuan Kata,الفاظ کی ترقی,Wort-Fortschritt,単語の進歩,Maendeleo ya Maneno,शब्द प्रगती,పద పురోగతి,சொல் முன்னேற்றம்,Kelime İlerlemesi,Tiến Độ Từ,Progresso Parole,단어 진행률,શબ્દ પ્રગતિ,پیشرفت کلمات,Postęp Słów,Прогрес Слів,Progresul Cuvintelor,Woord Voortgang,Ord Framsteg,Ord Fremskridt,,,,,,,,სიტყვის პროგრესი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table.word,Word column header,Wort,Word,शब्द,Palabra,Mot,كلمة,শব্দ,Palavra,Слово,Kata,لفظ,Wort,単語,Neno,शब्द,పదం,வார்த்தை,Kelime,Từ,Parola,단어,શબ્દ,کلمه,Słowo,Слово,Cuvânt,Woord,Ord,Ord,,,,,,,,სიტყვა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table.translation,Translation column header,Übersetzung,Translation,अनुवाद,Traducción,Traduction,ترجمة,অনুবাদ,Tradução,Перевод,Terjemahan,ترجمہ,Übersetzung,翻訳,Tafsiri,अनुवाद,అనువాదం,மொழிபெயர்ப்பு,Çeviri,Dịch,Traduzione,번역,અનુવાદ,ترجمه,Tłumaczenie,Переклад,Traducere,Vertaling,Översättning,Oversættelse,,,,,,,,თარგმანი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
table.example,Example column header,Beispiel,Example,उदाहरण,Ejemplo,Exemple,مثال,উদাহরণ,Exemplo,Пример,Contoh,مثال,Beispiel,例,Mfano,उदाहरण,ఉదాహరణ,உதாரணம்,Örnek,Ví dụ,Esempio,예시,ઉદાહરણ,مثال,Przykład,Приклад,Exemplu,Voorbeeld,Exempel,Eksempel,,,,,,,,მაგალითი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.title,Familiarity column header,Bekanntheit,Familiarity,परिचितता,Familiaridad,Familiarité,الألفة,পরিচিতি,Familiaridade,Знакомство,Kepahaman,واقفیت,Bekanntheit,親しみやすさ,Ujuzi,परिचितता,పరిచయం,பரிச்சயம்,Aşinalık,Độ Quen Thuộc,Familiarità,친숙도,પરિચિતતા,آشنایی,Znajomość,Знайомство,Familiaritate,Bekendheid,Bekantskap,Kendskab,,,,,,,,ნაცნობობა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.unknown,Unknown familiarity level,Unbekannt,Unknown,अज्ञात,Desconocido,Inconnu,غير معروف,অজানা,Desconhecido,Неизвестно,Tidak Diketahui,نامعلوم,Unbekannt,不明,Hajui,अज्ञात,తెలియని,தெரியாத,Bilinmiyor,Chưa Biết,Sconosciuto,알 수 없음,અજ્ઞાત,ناشناخته,Nieznane,Невідомо,Necunoscut,Onbekend,Okänd,Ukendt,,,,,,,,უცნობი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.seen,Seen familiarity level,Gesehen,Seen,देखा गया,Visto,Vu,رأيت,দেখা হয়েছে,Visto,Видел,Dilihat,دیکھا گیا,Gesehen,見た,Imekuona,दिसले,చూసిన,பார்த்த,Görüldü,Đã Thấy,Visto,봤음,જોયું,دیده شده,Widziane,Бачив,Văzut,Gezien,Sett,Set,,,,,,,,ნახული,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.learning,Learning familiarity level,Lernen,Learning,सीख रहा,Aprendiendo,En Apprentissage,أتعلم,শিখছি,Aprendendo,Изучаю,Sedang Belajar,سیکھ رہا,Lernen,学習中,Inajifunza,शिकत आहे,నేర్చుకుంటున్న,கற்றுக்கொண்டு,Öğreniyor,Đang Học,Imparando,학습 중,શીખી રહ્યા છીએ,در حال یادگیری,Uczę się,Вивчаю,Învăț,Leerend,Lärande,Lærer,,,,,,,,სწავლობს,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.familiar,Familiar familiarity level,Vertraut,Familiar,परिचित,Familiar,Familier,مألوف,পরিচিত,Familiar,Знакомый,Biasa,واقف,Vertraut,親しい,Mfahamu,परिचित,పరిచిత,பரிச்சயமான,Tanıdık,Quen Thuộc,Familiare,친숙한,પરિચિત,آشنا,Znany,Знайомий,Cunoscut,Bekend,Bekant,Kendt,,,,,,,,ნაცნობი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.strong,Strong familiarity level,Stark,Strong,मजबूत,Fuerte,Fort,قوي,শক্তিশালী,Forte,Сильный,Kuat,مضبوط,Stark,強い,Kali,मजबूत,బలమైన,வலுவான,Güçlü,Mạnh,Forte,강한,મજબૂત,قوی,Mocny,Сильний,Puternic,Sterk,Stark,Stærk,,,,,,,,ძლიერი,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
familiarity.memorized,Memorized familiarity level,Auswendig,Memorized,याद किया गया,Memorizado,Mémorisé,محفوظ,মনে রাখা,Memorizado,Запомнен,Dihafal,یاد کیا گیا,Auswendig,暗記済み,Imekumbukwa,लक्षात ठेवले,గుర్తుంచుకున్న,மனப்பாடம் செய்த,Ezberlenmiş,Đã Ghi Nhớ,Memorizzato,암기됨,યાદ કર્યું,حفظ شده,Zapamiętane,Запам'ятований,Memorat,Onthouden,Memoreret,Husket,,,,,,,,დამახსოვრებული,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
status.level_completed,Level completed status,Level abgeschlossen!,Level Completed!,स्तर पूरा हुआ!,¡Nivel Completado!,Niveau Terminé!,تم إكمال المستوى!,লেভেল সম্পূর্ণ!,Nível Concluído!,Уровень Завершен!,Level Selesai!,لیول مکمل!,Level abgeschlossen!,レベル完了!,Kiwango Kimekamilika!,स्तर पूर्ण!,స్థాయి పూర్తయింది!,நிலை முடிந்தது!,Seviye Tamamlandı!,Cấp Độ Hoàn Thành!,Livello Completato!,레벨 완료!,સ્તર પૂર્ણ!,سطح تکمیل شد!,Poziom Zakończony!,Рівень Завершено!,Nivel Completat!,Niveau Voltooid!,Nivå Slutfört!,Niveau Fuldført,,,,,,,,დონე დასრულდა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levels.cefr.a1,CEFR A1 level,A1 - Beginner,A1 - 初学者,A1 - शुरुआती,A1 - Principiante,A1 - Débutant,A1 - مبتدئ,A1 - প্রাথমিক,A1 - Iniciante,A1 - Начинающий,A1 - Pemula,A1 - ابتدائی,A1 - Anfänger,A1 - 初心者,A1 - Mwanzo,A1 - सुरुवातीचा,A1 - ప్రారంభ,A1 - தொடக்கநிலை,A1 - Başlangıç,A1 - Người Mới Bắt Đầu,A1 - Principiante,A1 - 초급,A1 - શરૂઆત,A1 - مبتدی,A1 - Początkujący,A1 - Початківець,A1 - Începător,A1 - Beginner,A1 - Nybörjare,A1 - Begynder,,,,,,,,A1 - დამწყები,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levels.cefr.a2,CEFR A2 level,A2 - Elementary,A2 - 初级,A2 - प्राथमिक,A2 - Elemental,A2 - Élémentaire,A2 - ابتدائي,A2 - প্রাথমিক,A2 - Elementar,A2 - Элементарный,A2 - Dasar,A2 - بنیادی,A2 - Grundstufe,A2 - 初級,A2 - Msingi,A2 - प्राथमिक,A2 - ప్రాథమిక,A2 - அடிப்படை,A2 - Temel,A2 - Cơ Bản,A2 - Elementare,A2 - 초등,A2 - પ્રાથમિક,A2 - ابتدایی,A2 - Podstawowy,A2 - Елементарний,A2 - Elementar,A2 - Elementair,A2 - Grundläggande,A2 - Elementær,,,,,,,,A2 - ელემენტარული,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
levels.cefr.b1,CEFR B1 level,B1 - Intermediate,B1 - 中级,B1 - मध्यम,B1 - Intermedio,B1 - Intermédiaire,B1 - متوسط,B1 - মধ্যবর্তী,B1 - Intermediário,B1 - Средний,B1 - Menengah,B1 - درمیانی,B1 - Mittelstufe,B1 - 中級,B1 - Kati,B1 - मध्यम,B1 - మధ్యమ,B1 - இடைநிலை,B1 - Orta,B1 - Trung Cấp,B1 - Intermedio,B1 - 중급,B1 - મધ્યમ,B1 - متوسط,B1 - Średniozaawansowany,B1 - Середній,B1 - Intermediar,B1 - Gemiddeld,B1 - Mellanliggande,B1 - Mellemniveau,,,,,,,,B1 - შუალედური,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
